churn,usecompetitors,sessions,FF,strategic,callcycle_Every Other Month,callcycle_Half Year,callcycle_Monthly,callcycle_None,callcycle_Quarterly,callcycle_Yearly
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,233.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,214.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1.0,87.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,79.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,163.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,288.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.0,354.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1.0,178.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.0,45.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,651.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,216.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,240.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1.0,446.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1.0,157.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.0,113.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.0,17.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1.0,879.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.0,153.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.0,215.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0,511.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1.0,247.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.0,154.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,158.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1.0,89.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
