"","churn","usecompetitors","sessions","FF","strategic","callcycle_Every.Other.Month","callcycle_Half.Year","callcycle_Monthly","callcycle_None","callcycle_Quarterly","callcycle_Yearly","Close.Date","First.Deal.Created.Date","Last.Call.Cycle.Date","Time.of.Last.Session","days_live"
"146",1,0,0,1,0,0,0,0,1,0,0,"8/24/2017 16:40","","","",NA
"147",0,0,10,0,0,0,0,0,0,0,1,"8/24/2017 16:40","2/16/2017 0:00","7/10/2018","10/31/2018 10:34",1098
"148",0,0,8,1,0,0,0,0,0,0,1,"1/31/2018 13:56","2/16/2017 0:00","2/19/2019","6/18/2019 15:16",1098
"149",0,0,30,1,0,0,0,0,0,0,1,"8/24/2017 16:40","1/27/2017 0:00","10/19/2018","11/12/2019 23:21",1118
"150",0,0,124,0,0,0,0,0,0,1,0,"8/24/2017 16:40","2/16/2017 0:00","7/26/2019","6/18/2019 9:16",1098
"151",0,0,0,0,0,0,0,0,0,0,1,"3/13/2018 17:26","5/6/2010 0:00","3/13/2019","",3576
"152",0,1,354,1,1,0,0,0,0,1,0,"8/24/2017 16:40","6/6/2012 0:00","7/2/2019","6/15/2019 10:25",2814
"153",0,0,1,0,0,0,0,0,0,0,1,"8/24/2017 16:40","2/7/2017 0:00","7/17/2019","7/17/2018 7:32",1107
"154",0,0,3,1,0,0,0,0,0,0,1,"8/24/2017 16:40","5/11/2017 0:00","4/12/2019","10/29/2018 15:02",1014
"155",0,1,12,1,1,0,0,0,0,0,1,"8/24/2017 16:40","2/16/2017 0:00","7/25/2019","5/10/2019 9:56",1098
"156",0,0,15,0,1,0,0,0,0,1,0,"8/24/2017 16:40","1/26/2017 0:00","5/6/2019","9/11/2019 7:55",1119
"157",0,0,0,1,0,0,0,0,0,0,1,"8/24/2017 16:40","5/12/2017 0:00","11/14/2018","",1013
"158",1,1,13,1,1,0,0,0,0,1,0,"10/26/2017 8:23","2/16/2017 0:00","6/10/2019","9/26/2019 10:32",952
"159",0,1,178,1,1,0,0,0,0,0,1,"8/24/2017 16:40","5/2/2017 0:00","1/25/2019","11/8/2019 11:22",1023
"160",0,0,55,0,0,0,0,0,0,1,0,"8/24/2017 16:40","1/26/2017 0:00","2/7/2019","11/4/2019 3:39",1119
"161",0,0,0,1,0,0,0,0,0,0,1,"8/24/2017 16:40","2/16/2017 0:00","11/15/2018","",1098
"162",1,1,0,0,0,0,0,0,0,1,0,"8/24/2017 16:40","2/16/2017 0:00","5/14/2018","4/20/2018 11:17",452
"163",1,1,8,1,0,0,0,0,1,0,0,"8/24/2017 16:40","5/10/2017 0:00","12/4/2018","11/13/2018 9:02",573
"164",0,0,0,0,0,0,0,0,0,0,1,"11/15/2017 11:29","1/23/2011 0:00","2/6/2019","",3314
"165",0,0,1,0,0,0,0,0,0,0,1,"8/24/2017 16:40","2/28/2017 0:00","11/15/2018","5/1/2018 14:13",1086
"166",1,0,1,1,0,0,0,0,1,0,0,"10/26/2017 8:23","","","10/8/2018 15:20",347
"167",0,1,22,0,0,0,0,0,0,0,1,"8/24/2017 16:40","3/17/2017 0:00","10/29/2018","4/26/2019 12:33",1069
"168",0,0,0,1,0,0,0,0,0,0,1,"8/24/2017 16:40","5/8/2017 0:00","11/6/2018","",1017
"169",0,0,14,1,0,0,0,0,0,0,1,"8/24/2017 16:40","2/7/2017 0:00","2/1/2019","9/25/2019 13:35",1107
"170",0,1,2,1,0,0,0,0,0,0,1,"8/24/2017 16:40","5/9/2017 0:00","8/9/2018","4/2/2018 11:28",1016
"171",0,1,45,1,0,0,1,0,0,0,0,"8/24/2017 16:40","5/8/2017 0:00","11/8/2018","8/26/2019 10:40",1017
"172",0,0,5,0,0,0,0,0,0,0,1,"8/24/2017 16:40","2/28/2017 0:00","3/18/2019","10/9/2017 6:23",1086
"173",0,0,10,1,1,0,0,0,0,1,0,"8/24/2017 16:40","4/12/2017 0:00","11/9/2018","4/2/2019 9:53",1043
"174",0,0,8,1,0,0,0,0,0,0,1,"8/24/2017 16:40","2/16/2017 0:00","11/11/2019","7/29/2019 9:41",1098
"175",0,0,50,1,0,0,1,0,0,0,0,"8/24/2017 16:40","5/10/2017 0:00","11/5/2019","11/14/2019 10:24",1015
"176",1,0,0,1,0,0,0,0,1,0,0,"8/23/2017 15:58","","","",NA
"177",0,1,1,1,0,0,0,0,0,0,1,"8/24/2017 16:40","8/20/2010 0:00","1/30/2019","7/24/2018 12:24",3470
